Accident_ID,Location,Latitude,Longitude,Date,Time,Severity,Cause,Road_Type,Weather
ID-1504,Bangalore,12.8901,77.67263,2023-04-23,00:54,Serious,Drunk Driving,Highway,Dust Storm
ID-1505,Chennai,13.05175,80.18253,2023-02-11,09:19,Fatal,Weather/Low Visibility,Rural Road,Rain
ID-1506,Madurai,9.98568,78.01326,2023-08-10,21:52,Minor,Drunk Driving,City Road,Dust Storm
ID-1507,Mumbai,19.00014,72.87408,2023-07-22,07:59,Serious,Weather/Low Visibility,City Road,Rain
ID-1508,Madurai,9.84702,78.04865,2023-10-31,13:20,Fatal,Over-speeding,Highway,Clear
ID-1509,Hyderabad,17.44749,78.33001,2023-03-19,12:41,Serious,Over-speeding,City Road,Clear
ID-1510,Kolkata,22.53551,88.3267,2023-12-08,23:22,Fatal,Drunk Driving,Highway,Clear
ID-1511,Delhi,28.52391,76.84999,2023-04-09,22:00,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-1512,Mumbai,19.08463,72.90522,2023-11-07,04:29,Serious,Distracted Driving,Rural Road,Rain
ID-1513,Nagpur,21.10298,79.04892,2023-06-23,14:25,Serious,Weather/Low Visibility,Rural Road,Rain
ID-1514,Jaipur,26.8905,75.89034,2023-07-25,17:52,Minor,Weather/Low Visibility,City Road,Rain
ID-1515,Nashik,19.94211,73.79226,2023-10-28,05:03,Fatal,Over-speeding,Highway,Rain
ID-1516,Hyderabad,17.44455,78.3565,2023-09-04,22:15,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-1517,Meerut,29.03433,77.74588,2023-01-18,21:41,Minor,Weather/Low Visibility,City Road,Rain
ID-1518,Meerut,28.91321,77.60628,2023-12-04,21:29,Serious,Weather/Low Visibility,City Road,Fog
ID-1519,Bangalore,12.89807,77.69334,2023-12-25,03:55,Serious,Drunk Driving,Highway,Clear
ID-1520,Mumbai,19.02474,72.89738,2023-09-20,19:15,Serious,Potholes,City Road,Dust Storm
ID-1521,Indore,22.74416,75.78357,2023-11-11,00:21,Serious,Weather/Low Visibility,Highway,Fog
ID-1522,Mumbai,19.19078,72.84034,2023-09-16,08:54,Fatal,Distracted Driving,Rural Road,Dust Storm
ID-1523,Mumbai,19.08374,72.92244,2023-10-30,12:46,Serious,Potholes,Rural Road,Fog
ID-1524,Chennai,13.03693,80.1569,2023-02-02,16:50,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-1525,Madurai,9.92175,78.04619,2023-06-03,13:16,Serious,Signal Jumping,Highway,Clear
ID-1526,Delhi,28.66737,77.08978,2023-01-21,22:14,Fatal,Weather/Low Visibility,Highway,Dust Storm
ID-1527,Bangalore,13.08759,77.66048,2023-09-14,10:01,Serious,Signal Jumping,Rural Road,Fog
ID-1528,Mumbai,19.04899,72.91604,2023-03-01,20:49,Fatal,Drunk Driving,Rural Road,Dust Storm
ID-1529,Kolkata,22.53545,88.43122,2023-11-28,11:21,Fatal,Weather/Low Visibility,Highway,Dust Storm
ID-1530,Madurai,9.98622,78.1462,2023-08-01,11:16,Minor,Drunk Driving,Highway,Dust Storm
ID-1531,Pune,18.47229,73.85302,2023-11-24,02:35,Serious,Over-speeding,Highway,Clear
ID-1532,Mumbai,18.901,72.84791,2023-03-04,21:21,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-1533,Indore,22.7336,75.75566,2023-07-18,00:11,Minor,Weather/Low Visibility,Rural Road,Fog
ID-1534,Lucknow,26.86088,80.95866,2023-03-24,19:21,Minor,Potholes,City Road,Rain
ID-1535,Nagpur,21.07028,79.00205,2023-07-26,22:49,Serious,Drunk Driving,Highway,Rain
ID-1536,Bangalore,12.97591,77.63947,2023-08-23,07:35,Serious,Weather/Low Visibility,Rural Road,Fog
ID-1537,Chennai,13.16999,80.10728,2023-12-07,16:01,Serious,Distracted Driving,City Road,Fog
ID-1538,Jaipur,26.80149,75.76303,2023-09-24,06:38,Serious,Potholes,Rural Road,Clear
ID-1539,Hyderabad,17.32715,78.39887,2023-01-17,18:39,Minor,Weather/Low Visibility,Highway,Fog
ID-1540,Kolkata,22.66443,88.35869,2023-12-23,06:08,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1541,Delhi,28.73989,77.29066,2023-06-03,12:19,Serious,Distracted Driving,Highway,Clear
ID-1542,Delhi,28.5311,77.1559,2023-02-21,10:54,Minor,Distracted Driving,Highway,Clear
ID-1543,Varanasi,25.39493,83.0536,2023-10-26,13:13,Fatal,Weather/Low Visibility,Highway,Rain
ID-1544,Mumbai,19.15244,72.91004,2023-10-23,17:59,Minor,Signal Jumping,Rural Road,Fog
ID-1545,Delhi,28.44017,77.00182,2023-06-20,18:42,Fatal,Distracted Driving,Highway,Clear
ID-1546,Meerut,28.91375,77.7898,2023-08-29,12:02,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1547,Bangalore,12.84764,77.68793,2023-11-29,19:11,Serious,Potholes,Rural Road,Clear
ID-1548,Delhi,28.7249,77.03516,2023-12-16,19:47,Serious,Weather/Low Visibility,City Road,Rain
ID-1549,Kolkata,22.6046,88.35466,2023-01-31,22:15,Serious,Drunk Driving,Rural Road,Rain
ID-1550,Bangalore,12.95833,77.56885,2023-05-18,15:18,Minor,Drunk Driving,Rural Road,Clear
ID-1551,Bangalore,12.92607,77.62967,2023-04-08,06:37,Minor,Weather/Low Visibility,Rural Road,Fog
ID-1552,Nagpur,21.03687,79.09225,2023-01-21,13:45,Fatal,Weather/Low Visibility,Rural Road,Rain
ID-1553,Mumbai,18.92166,72.87894,2023-11-30,08:00,Serious,Drunk Driving,Rural Road,Clear
ID-1554,Kolkata,22.50275,88.32139,2023-11-28,19:46,Minor,Over-speeding,City Road,Fog
ID-1555,Bangalore,12.91362,77.60377,2023-11-22,19:54,Minor,Weather/Low Visibility,City Road,Rain
ID-1556,Nagpur,21.17399,79.15743,2023-08-12,07:17,Fatal,Weather/Low Visibility,Highway,Fog
ID-1557,Nashik,19.93172,73.85628,2023-04-15,15:18,Minor,Over-speeding,City Road,Clear
ID-1558,Delhi,28.51338,76.88853,2023-08-21,18:37,Serious,Weather/Low Visibility,Rural Road,Fog
ID-1559,Delhi,28.48037,77.23192,2023-04-23,19:30,Serious,Weather/Low Visibility,Highway,Rain
ID-1560,Chennai,13.09357,80.17692,2023-05-18,04:07,Fatal,Weather/Low Visibility,Rural Road,Fog
ID-1561,Bangalore,12.82965,77.6724,2023-02-02,04:01,Minor,Distracted Driving,Highway,Clear
ID-1562,Delhi,28.75951,76.92605,2023-09-29,16:36,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-1563,Bangalore,13.08759,77.56548,2023-01-01,22:21,Fatal,Drunk Driving,Highway,Rain
ID-1564,Varanasi,25.35283,82.95023,2023-12-09,10:25,Minor,Weather/Low Visibility,Highway,Fog
ID-1565,Pune,18.52492,73.87805,2023-05-04,20:30,Minor,Weather/Low Visibility,City Road,Fog
ID-1566,Mumbai,19.18725,72.80329,2023-07-30,06:14,Minor,Weather/Low Visibility,City Road,Rain
ID-1567,Chennai,13.19879,80.11452,2023-04-24,23:08,Fatal,Drunk Driving,Highway,Rain
ID-1568,Varanasi,25.20234,83.0175,2023-08-19,22:56,Minor,Drunk Driving,City Road,Clear
ID-1569,Nashik,20.02235,73.7187,2023-05-04,02:40,Serious,Drunk Driving,Rural Road,Dust Storm
ID-1570,Hyderabad,17.45147,78.44573,2023-02-15,07:06,Minor,Weather/Low Visibility,Rural Road,Rain
ID-1571,Madurai,9.88542,78.06979,2023-01-14,16:10,Serious,Signal Jumping,Rural Road,Clear
ID-1572,Varanasi,25.31434,83.03346,2023-01-24,13:47,Serious,Signal Jumping,Highway,Rain
ID-1573,Bangalore,12.85929,77.559,2023-03-10,19:39,Minor,Over-speeding,Rural Road,Clear
ID-1574,Lucknow,26.88245,80.84083,2023-12-19,21:09,Minor,Weather/Low Visibility,City Road,Rain
ID-1575,Indore,22.63428,75.70703,2023-03-22,15:05,Minor,Drunk Driving,Highway,Clear
ID-1576,Varanasi,25.28301,82.98692,2023-10-12,23:33,Serious,Weather/Low Visibility,City Road,Fog
ID-1577,Indore,22.70657,75.81346,2023-08-16,13:53,Fatal,Distracted Driving,City Road,Fog
ID-1578,Chennai,13.17786,80.25966,2023-10-02,20:24,Serious,Over-speeding,Rural Road,Clear
ID-1579,Lucknow,26.85932,80.82536,2023-02-27,17:34,Minor,Potholes,City Road,Dust Storm
ID-1580,Mumbai,19.0742,72.94752,2023-04-29,19:34,Minor,Weather/Low Visibility,Highway,Rain
ID-1581,Mumbai,19.08207,72.97688,2023-09-26,10:21,Minor,Potholes,City Road,Clear
ID-1582,Hyderabad,17.35223,78.40978,2023-04-16,06:54,Minor,Drunk Driving,Rural Road,Rain
ID-1583,Jaipur,26.90359,75.82497,2023-02-11,23:34,Serious,Drunk Driving,City Road,Fog
ID-1584,Nashik,20.06945,73.70599,2023-01-16,17:01,Serious,Over-speeding,Highway,Fog
ID-1585,Mumbai,19.07575,72.81653,2023-10-03,12:50,Fatal,Signal Jumping,Highway,Fog
ID-1586,Mumbai,19.12454,72.92097,2023-12-11,05:24,Serious,Weather/Low Visibility,City Road,Fog
ID-1587,Mumbai,18.92551,72.96255,2023-05-28,22:30,Fatal,Over-speeding,Highway,Clear
ID-1588,Pune,18.52433,73.70849,2023-08-28,09:27,Minor,Over-speeding,Rural Road,Clear
ID-1589,Kolkata,22.50977,88.43241,2023-02-15,23:21,Minor,Weather/Low Visibility,Rural Road,Fog
ID-1590,Meerut,28.92459,77.68259,2023-12-05,13:23,Serious,Over-speeding,City Road,Fog
ID-1591,Kolkata,22.65703,88.37507,2023-08-29,00:40,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1592,Delhi,28.64568,77.03001,2023-09-27,16:54,Minor,Weather/Low Visibility,Highway,Rain
ID-1593,Pune,18.5604,73.88563,2023-10-12,16:56,Serious,Potholes,City Road,Clear
ID-1594,Indore,22.72512,75.75173,2023-05-08,16:31,Serious,Potholes,City Road,Rain
ID-1595,Delhi,28.6591,76.99985,2023-12-23,18:09,Minor,Weather/Low Visibility,Rural Road,Fog
ID-1596,Mumbai,19.07143,72.9339,2023-01-11,15:10,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-1597,Jaipur,26.94445,75.86901,2023-05-09,12:49,Fatal,Over-speeding,Highway,Dust Storm
ID-1598,Mumbai,19.19466,72.87798,2023-07-26,08:11,Minor,Weather/Low Visibility,City Road,Fog
ID-1599,Pune,18.43739,73.73833,2023-07-13,18:30,Minor,Distracted Driving,City Road,Dust Storm
ID-1600,Chennai,13.05389,80.29199,2023-02-25,19:46,Minor,Distracted Driving,Rural Road,Rain
ID-1601,Varanasi,25.30375,83.06608,2023-11-09,17:29,Serious,Signal Jumping,Rural Road,Clear
ID-1602,Delhi,28.6753,76.81877,2023-04-15,20:15,Minor,Weather/Low Visibility,City Road,Rain
ID-1603,Pune,18.50524,73.81742,2023-03-14,15:14,Serious,Over-speeding,Highway,Clear
ID-1604,Mumbai,19.03642,72.89329,2023-05-04,12:12,Minor,Potholes,Rural Road,Clear
ID-1605,Varanasi,25.33576,82.99852,2023-01-21,20:14,Minor,Over-speeding,Rural Road,Clear
ID-1606,Lucknow,26.89124,80.98363,2023-02-18,15:24,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-1607,Kolkata,22.60489,88.30168,2023-02-24,18:37,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1608,Hyderabad,17.46752,78.40477,2023-08-30,17:21,Serious,Signal Jumping,City Road,Dust Storm
ID-1609,Hyderabad,17.46461,78.41921,2023-04-20,09:43,Minor,Weather/Low Visibility,Rural Road,Fog
ID-1610,Mumbai,18.94018,72.81159,2023-09-27,02:55,Fatal,Drunk Driving,Highway,Fog
ID-1611,Kolkata,22.5794,88.39547,2023-03-29,13:12,Serious,Signal Jumping,Highway,Rain
ID-1612,Pune,18.50117,73.7147,2023-02-09,14:26,Serious,Over-speeding,Highway,Fog
ID-1613,Madurai,9.85879,78.10394,2023-01-11,12:40,Serious,Distracted Driving,City Road,Rain
ID-1614,Lucknow,26.78573,80.99326,2023-03-01,05:06,Serious,Signal Jumping,City Road,Rain
ID-1615,Bangalore,12.80539,77.50843,2023-07-19,19:23,Fatal,Distracted Driving,Highway,Clear
ID-1616,Pune,18.4308,73.79113,2023-04-22,18:11,Minor,Weather/Low Visibility,City Road,Fog
ID-1617,Meerut,28.98596,77.71006,2023-09-06,12:40,Minor,Weather/Low Visibility,Rural Road,Rain
ID-1618,Mumbai,19.05735,72.85276,2023-10-11,12:19,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-1619,Delhi,28.49497,77.23142,2023-01-24,11:26,Minor,Weather/Low Visibility,Rural Road,Rain
ID-1620,Mumbai,19.11716,72.81068,2023-01-10,08:44,Minor,Potholes,Rural Road,Clear
ID-1621,Lucknow,26.77365,80.91289,2023-04-04,05:36,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-1622,Delhi,28.46624,77.17811,2023-11-16,05:26,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1623,Delhi,28.62108,77.10233,2023-08-22,04:43,Serious,Weather/Low Visibility,Highway,Fog
ID-1624,Indore,22.67324,75.77682,2023-02-22,07:36,Serious,Distracted Driving,Rural Road,Clear
ID-1625,Delhi,28.75494,77.08474,2023-04-25,13:11,Minor,Weather/Low Visibility,City Road,Rain
ID-1626,Bangalore,12.96795,77.68751,2023-08-31,17:35,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-1627,Bangalore,13.02914,77.69447,2023-04-21,00:47,Serious,Drunk Driving,Rural Road,Rain
ID-1628,Varanasi,25.33251,83.08157,2023-10-15,19:42,Serious,Over-speeding,Highway,Fog
ID-1629,Kolkata,22.67746,88.32356,2023-06-24,22:27,Serious,Weather/Low Visibility,City Road,Rain
ID-1630,Hyderabad,17.43531,78.38683,2023-07-13,16:36,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1631,Bangalore,13.04876,77.50299,2023-12-18,12:53,Minor,Weather/Low Visibility,Rural Road,Rain
ID-1632,Delhi,28.53474,77.26191,2023-10-05,13:25,Minor,Drunk Driving,Rural Road,Rain
ID-1633,Kolkata,22.56215,88.40181,2023-04-25,12:30,Serious,Over-speeding,Rural Road,Clear
ID-1634,Bangalore,13.05566,77.58685,2023-07-18,18:07,Minor,Weather/Low Visibility,Highway,Rain
ID-1635,Hyderabad,17.33867,78.42238,2023-01-29,00:33,Fatal,Weather/Low Visibility,Highway,Fog
ID-1636,Varanasi,25.37157,82.96428,2023-04-11,13:33,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1637,Delhi,28.45746,77.16499,2023-09-11,20:01,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1638,Pune,18.43246,73.84286,2023-07-30,07:48,Minor,Weather/Low Visibility,Rural Road,Rain
ID-1639,Lucknow,26.70389,80.95973,2023-08-31,17:52,Minor,Signal Jumping,Highway,Clear
ID-1640,Kolkata,22.63986,88.42036,2023-10-01,22:43,Fatal,Drunk Driving,Highway,Clear
ID-1641,Delhi,28.58155,76.84459,2023-03-29,14:59,Serious,Weather/Low Visibility,City Road,Fog
ID-1642,Lucknow,26.80894,80.81583,2023-02-10,23:06,Fatal,Drunk Driving,Highway,Rain
ID-1643,Mumbai,19.02657,72.96503,2023-10-07,21:31,Minor,Weather/Low Visibility,City Road,Fog
ID-1644,Kolkata,22.54365,88.31487,2023-10-31,05:16,Serious,Weather/Low Visibility,Rural Road,Rain
ID-1645,Hyderabad,17.32817,78.37912,2023-05-26,06:17,Minor,Weather/Low Visibility,City Road,Rain
ID-1646,Delhi,28.50005,76.85081,2023-08-26,10:57,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1647,Chennai,13.17455,80.11504,2023-10-29,12:57,Fatal,Distracted Driving,Highway,Rain
ID-1648,Delhi,28.50444,77.26529,2023-09-09,16:21,Minor,Signal Jumping,Highway,Dust Storm
ID-1649,Nashik,20.07332,73.74633,2023-10-06,04:11,Serious,Weather/Low Visibility,City Road,Fog
ID-1650,Chennai,12.96867,80.25005,2023-10-06,23:37,Fatal,Signal Jumping,City Road,Dust Storm
ID-1651,Varanasi,25.29071,83.04002,2023-03-17,21:33,Minor,Weather/Low Visibility,Highway,Fog
ID-1652,Jaipur,26.82873,75.83178,2023-06-17,13:22,Minor,Signal Jumping,Highway,Rain
ID-1653,Bangalore,13.00362,77.63191,2023-02-23,16:59,Serious,Weather/Low Visibility,City Road,Fog
ID-1654,Madurai,9.9465,78.10457,2023-10-18,06:20,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1655,Lucknow,26.81151,80.90685,2023-11-08,05:39,Serious,Potholes,Rural Road,Fog
ID-1656,Bangalore,13.08593,77.52537,2023-04-28,12:44,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1657,Kolkata,22.63828,88.40147,2023-11-07,20:56,Minor,Distracted Driving,Rural Road,Clear
ID-1658,Chennai,12.9252,80.16936,2023-01-19,21:51,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-1659,Nashik,19.93581,73.87904,2023-10-04,09:12,Minor,Signal Jumping,Highway,Rain
ID-1660,Mumbai,19.0356,72.87609,2023-12-06,12:40,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1661,Chennai,13.01534,80.12998,2023-03-20,22:31,Serious,Weather/Low Visibility,Rural Road,Fog
ID-1662,Lucknow,26.84995,80.95811,2023-07-24,08:00,Fatal,Signal Jumping,Rural Road,Rain
ID-1663,Bangalore,12.87124,77.51037,2023-07-19,17:48,Serious,Weather/Low Visibility,Rural Road,Fog
ID-1664,Bangalore,12.81149,77.6346,2023-06-25,16:49,Minor,Weather/Low Visibility,City Road,Fog
ID-1665,Nashik,20.00472,73.79214,2023-11-10,07:52,Minor,Weather/Low Visibility,Rural Road,Rain
ID-1666,Kolkata,22.69033,88.43671,2023-04-24,14:53,Minor,Drunk Driving,City Road,Clear
ID-1667,Chennai,13.02147,80.15215,2023-06-22,14:34,Fatal,Signal Jumping,Highway,Dust Storm
ID-1668,Jaipur,26.86867,75.73354,2023-12-22,22:14,Fatal,Drunk Driving,Rural Road,Fog
ID-1669,Bangalore,12.83067,77.67209,2023-07-09,23:25,Serious,Distracted Driving,Rural Road,Clear
ID-1670,Hyderabad,17.35257,78.37726,2023-09-07,22:20,Serious,Drunk Driving,City Road,Fog
ID-1671,Nagpur,21.12563,78.93599,2023-02-27,18:59,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-1672,Hyderabad,17.40431,78.44094,2023-07-06,14:05,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-1673,Delhi,28.51746,76.85376,2023-03-30,19:46,Minor,Weather/Low Visibility,City Road,Rain
ID-1674,Pune,18.56918,73.8049,2023-01-09,15:02,Minor,Distracted Driving,Highway,Fog
ID-1675,Mumbai,19.09299,72.82182,2023-07-16,19:29,Minor,Potholes,Rural Road,Clear
ID-1676,Delhi,28.63669,77.03644,2023-09-02,19:48,Minor,Weather/Low Visibility,City Road,Fog
ID-1677,Hyderabad,17.46894,78.40536,2023-06-19,19:59,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-1678,Delhi,28.52978,77.18646,2023-05-24,09:28,Minor,Weather/Low Visibility,Highway,Rain
ID-1679,Hyderabad,17.36758,78.36746,2023-06-23,11:40,Serious,Signal Jumping,City Road,Dust Storm
ID-1680,Bangalore,12.8952,77.64254,2023-06-05,22:08,Serious,Distracted Driving,Highway,Clear
ID-1681,Meerut,28.98562,77.66646,2023-06-07,12:09,Serious,Distracted Driving,Rural Road,Rain
ID-1682,Nashik,19.94642,73.89169,2023-06-12,12:55,Minor,Weather/Low Visibility,Highway,Rain
ID-1683,Meerut,28.99611,77.70436,2023-04-04,05:47,Fatal,Signal Jumping,City Road,Clear
ID-1684,Lucknow,26.76065,80.97022,2023-11-14,10:37,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-1685,Delhi,28.74014,77.29523,2023-08-14,01:50,Minor,Weather/Low Visibility,Rural Road,Fog
ID-1686,Delhi,28.45189,77.22298,2023-04-18,13:18,Serious,Over-speeding,Highway,Rain
ID-1687,Chennai,12.93176,80.12675,2023-11-27,00:09,Minor,Weather/Low Visibility,Rural Road,Fog
ID-1688,Delhi,28.40325,76.84493,2023-04-15,21:10,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-1689,Pune,18.43301,73.79433,2023-04-01,12:29,Serious,Weather/Low Visibility,City Road,Fog
ID-1690,Nashik,19.95207,73.89466,2023-07-14,14:08,Minor,Drunk Driving,City Road,Clear
ID-1691,Madurai,9.82849,78.01805,2023-12-03,21:57,Minor,Weather/Low Visibility,Rural Road,Rain
ID-1692,Hyderabad,17.31062,78.47381,2023-03-31,09:30,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1693,Delhi,28.57716,77.1586,2023-01-15,17:11,Serious,Weather/Low Visibility,Highway,Rain
ID-1694,Bangalore,13.08656,77.68193,2023-08-07,15:06,Minor,Distracted Driving,Rural Road,Clear
ID-1695,Delhi,28.52128,77.07657,2023-07-06,13:41,Fatal,Signal Jumping,Rural Road,Rain
ID-1696,Mumbai,19.06205,72.86404,2023-11-27,15:31,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1697,Mumbai,19.01792,72.84943,2023-05-10,14:55,Fatal,Potholes,Rural Road,Dust Storm
ID-1698,Bangalore,12.83494,77.67865,2023-10-20,18:11,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1699,Bangalore,12.89933,77.63334,2023-02-27,16:46,Minor,Drunk Driving,Rural Road,Dust Storm
ID-1700,Delhi,28.53075,77.08979,2023-01-15,19:09,Minor,Signal Jumping,Highway,Clear
ID-1701,Delhi,28.71729,76.99857,2023-01-20,06:11,Minor,Weather/Low Visibility,Rural Road,Fog
ID-1702,Pune,18.56217,73.8372,2023-10-19,03:55,Serious,Weather/Low Visibility,Rural Road,Fog
ID-1703,Chennai,13.11149,80.17444,2023-10-01,19:40,Fatal,Over-speeding,Highway,Clear
ID-1704,Meerut,29.0956,77.64726,2023-10-21,11:54,Minor,Distracted Driving,City Road,Clear
ID-1705,Pune,18.41328,73.86704,2023-02-17,17:57,Serious,Weather/Low Visibility,Rural Road,Rain
ID-1706,Meerut,29.05584,77.74595,2023-02-17,23:01,Serious,Weather/Low Visibility,City Road,Rain
ID-1707,Mumbai,19.05341,72.81134,2023-02-12,16:30,Minor,Drunk Driving,Highway,Dust Storm
ID-1708,Hyderabad,17.32303,78.37956,2023-04-17,19:07,Minor,Drunk Driving,Rural Road,Clear
ID-1709,Chennai,13.1772,80.29202,2023-02-28,19:03,Serious,Distracted Driving,Highway,Clear
ID-1710,Chennai,12.93381,80.18054,2023-01-17,12:39,Serious,Weather/Low Visibility,Rural Road,Rain
ID-1711,Nagpur,21.14852,79.05875,2023-04-20,13:47,Minor,Weather/Low Visibility,Rural Road,Fog
ID-1712,Pune,18.47606,73.74168,2023-12-07,13:41,Minor,Distracted Driving,Highway,Clear
ID-1713,Mumbai,19.12931,72.85641,2023-10-13,06:50,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-1714,Mumbai,19.17658,72.97197,2023-11-02,04:09,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1715,Hyderabad,17.46465,78.33873,2023-02-03,17:53,Minor,Signal Jumping,Highway,Clear
ID-1716,Pune,18.54313,73.81377,2023-01-09,22:31,Serious,Drunk Driving,City Road,Rain
ID-1717,Nashik,19.98477,73.7718,2023-03-08,14:19,Minor,Drunk Driving,City Road,Clear
ID-1718,Chennai,13.18245,80.27762,2023-01-28,01:59,Serious,Drunk Driving,City Road,Clear
ID-1719,Chennai,12.96924,80.19897,2023-08-15,22:03,Serious,Signal Jumping,City Road,Clear
ID-1720,Varanasi,25.31816,82.98247,2023-02-24,22:41,Serious,Drunk Driving,City Road,Fog
ID-1721,Bangalore,13.06358,77.62635,2023-05-27,23:55,Minor,Weather/Low Visibility,Highway,Rain
ID-1722,Chennai,13.17239,80.18111,2023-08-05,17:23,Minor,Distracted Driving,City Road,Clear
ID-1723,Jaipur,26.88856,75.83541,2023-03-30,08:53,Minor,Drunk Driving,City Road,Fog
ID-1724,Delhi,28.45474,77.20504,2023-10-12,03:02,Serious,Drunk Driving,Rural Road,Clear
ID-1725,Bangalore,12.86217,77.66122,2023-08-19,16:06,Serious,Weather/Low Visibility,Highway,Fog
ID-1726,Bangalore,12.92714,77.50852,2023-07-07,10:42,Serious,Signal Jumping,Highway,Clear
ID-1727,Meerut,28.9061,77.74396,2023-04-11,12:05,Serious,Potholes,City Road,Clear
ID-1728,Pune,18.49059,73.7493,2023-01-25,20:05,Serious,Distracted Driving,Rural Road,Fog
ID-1729,Jaipur,26.89841,75.7399,2023-01-13,23:12,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1730,Delhi,28.67055,77.02341,2023-01-16,20:31,Fatal,Drunk Driving,Rural Road,Clear
ID-1731,Pune,18.40109,73.73979,2023-08-14,21:10,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-1732,Delhi,28.45957,76.97662,2023-09-01,19:44,Serious,Over-speeding,Highway,Clear
ID-1733,Mumbai,19.0209,72.88511,2023-02-04,08:01,Minor,Over-speeding,City Road,Clear
ID-1734,Delhi,28.63541,77.13327,2023-12-02,08:47,Serious,Distracted Driving,Rural Road,Rain
ID-1735,Kolkata,22.61041,88.46411,2023-05-19,17:44,Fatal,Potholes,City Road,Clear
ID-1736,Bangalore,12.87479,77.6995,2023-11-09,08:16,Serious,Potholes,Rural Road,Clear
ID-1737,Chennai,12.98929,80.26603,2023-11-24,22:31,Serious,Drunk Driving,Highway,Clear
ID-1738,Bangalore,12.93171,77.52406,2023-05-30,16:47,Minor,Over-speeding,City Road,Dust Storm
ID-1739,Varanasi,25.22969,82.99699,2023-05-08,22:17,Serious,Drunk Driving,City Road,Rain
ID-1740,Bangalore,13.00667,77.60308,2023-02-28,10:36,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-1741,Nagpur,21.16451,78.97923,2023-08-28,18:13,Minor,Over-speeding,Rural Road,Dust Storm
ID-1742,Bangalore,12.83171,77.58215,2023-11-19,23:01,Serious,Signal Jumping,Highway,Fog
ID-1743,Delhi,28.6183,77.28662,2023-11-11,23:44,Fatal,Drunk Driving,Highway,Dust Storm
ID-1744,Chennai,13.03334,80.10448,2023-12-05,17:18,Minor,Distracted Driving,Highway,Clear
ID-1745,Lucknow,26.8941,80.98562,2023-03-03,16:10,Minor,Weather/Low Visibility,Rural Road,Fog
ID-1746,Bangalore,13.07813,77.61422,2023-01-06,14:59,Minor,Distracted Driving,Highway,Rain
ID-1747,Jaipur,26.8519,75.70936,2023-04-03,23:05,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-1748,Kolkata,22.5183,88.42959,2023-10-30,21:43,Minor,Distracted Driving,Rural Road,Rain
ID-1749,Mumbai,19.06791,72.90094,2023-09-02,22:42,Serious,Drunk Driving,City Road,Clear
ID-1750,Bangalore,12.90639,77.64268,2023-07-01,16:07,Serious,Signal Jumping,City Road,Clear
ID-1751,Pune,18.52847,73.73541,2023-04-25,22:35,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-1752,Hyderabad,17.41621,78.4718,2023-05-30,05:11,Serious,Signal Jumping,Rural Road,Clear
ID-1753,Hyderabad,17.48525,78.4404,2023-05-08,15:34,Serious,Weather/Low Visibility,Rural Road,Fog
ID-1754,Hyderabad,17.35313,78.40234,2023-10-15,15:09,Serious,Distracted Driving,City Road,Clear
ID-1755,Hyderabad,17.32847,78.49625,2023-05-21,10:26,Minor,Weather/Low Visibility,Highway,Rain
